,Rating,Title,Review,Review_Date
919,4,Under 20000 this is a good phone 📱,20000 hajar ke andar agar aapko ek balance phone chahiye to aap iske bare me soch sakhte he ye phone ek acha phone he budget ke hisab.aap ye phone leke khus hoge🙂📱,19 August 2022
920,5,Good,Good,  1 November 2022
921,4,"Little bit of hanging issues..,overall 3.5star","The media could not be loaded.
                



 Dislike , hanging issuesIf you can't provide a better product you should never launchYou should keep the price tight ...Don't try too launch your self in every segmentYou are good at 35k + range be in that manMy badluck",  14 August 2022
922,3,Good OnePlus mobile at this price range .,Good OnePlus mobile at this price range if you are willing to compromise a little bit on camera .BackCAMERA is a big let down in low lighting and Indoor setting however good in Outdoor setting.FrontCAMERA is very good in both the settings Indoor+Outdoor .,  2 October 2022
923,4,Overall Experience After 4 Months,Camera - 6/10Battery Life - 7/10Processor - 10/10Touch- 10/10Display- 9/10,  3 September 2022
924,4,Camera,Avarege camera,  30 August 2022
925,3,Nice,Speed working,  25 October 2022
926,4,Great deal if got at reasonable price,I got this phone at 10.7k during prime days (Including Exchange of 7k + Bank Offer of 2k).After a week of usage these are my reviews about the product :Camera is average and does not justify the price at which this phone is offered.Fingerprint sensor works good but sometimes I've encountered delays.Battery life is great and phone does charge quickly.Performance is great and I did not encounter any lags till date.Screen is not Amoled but won't disappoint you.,  26 July 2022
927,5,Good working,Used phone no hanging problem,  28 October 2022
928,5,Nice product.,Overall performance is good.,  30 October 2022
929,5,Very good,Valu of money,  2 November 2022
930,4,Nice phon,Camera is so goodBattery life is goodBest phon,  27 August 2022
931,5,Recommend,"Awesome phone, must buy",  31 October 2022
932,5,Good,All the best.,  29 October 2022
933,5,Very nice,❤️❤️,  30 October 2022
934,4,Bs normal hai Esme Google dailer nahi hota to theek tha Samsung ka dailer theek h,Bs normal hai Esme Google dailer nahi hota to theek tha finger print sensor side me de rakha hai ese read ya front me hona chahiye tha,  28 August 2022
935,4,Doesn't feel like a OnePlus,"Quite good, but budjet phone at budget quality.Screen is little greenish which is not very comfortable to view. Finger print scanner is not very responsive. Camera quality is average. Battery lasts for almost 1.5 day which is good if not the best. Front camera leaves a lot more expected.Learnt one thing. If you go for the best brand, go for their flagship products, not the budget ones.",  31 July 2022
936,4,Worth it,Phone and it's functioning is good chances of lagging are negligible..Camera quality -averageBattery -averageFast charging -it take 1 hr 15 minutes to full chargeDisplay -goodFinger print senser - good if you want to buy an OnePlus phone in this range then go for it andIf your exchanging your old phone with this one then you might suffer because delivery agents create problem in exchanging phone .,  28 July 2022
937,5,Amazing at this price!,"I cannot praise this phone enough for such performance at this price range. I was considering yo buy iPhone SE but then I saw a OnePlus phone at 18,999 which was a bit odd to me. So I researched about the phone and turns out this is the best budget friendly phone you can buy!! Absolutely stunning camera, Oxygen OS optimises the apps to perfectly that background apps don't drain your battery. It charges fast and you can just charge it 30mins in the morning before you leave for college or work and it'd be at 100% . I'll be uploading a few pictures taken from this device just to show the camera's brilliance. At this price, I'd suggest that it's totally worth it to buy this OnePlus device and not go for other brands.",  8 September 2022
938,5,Handy Phone with good speed,"Good Build quality,",  29 October 2022
939,5,Best ever,Missing AMOLED Screen,  30 October 2022
940,5,Amazing phone in this price with the OnePlus brand trust,"This phone is really amazing, smooth working. No lagging at all. Fulfilling all my needs like frequent UPI payments, bankings, trading, watching some videos, reading the content, long official meeting, clicking some important pictures etc.If you are a normal user, it is best deal. For gamers and selfie queens, I am not sure whether this phone will be a good or not.",  2 October 2022
941,4,Camera clarity not good,Camera clarity not good,  28 August 2022
942,4,Good phone in this range,Overall good in this range,  25 August 2022
943,4,Battery backup is bad 😞,"The media could not be loaded.
                



 I am gamer who is playing mostly all the games in mobile phone like bgmi Minecraft etc in 15 k segment phones it's pretty good to get upgrade in this if you are a gamer just remember it's battery not last much long and rest is great camera is good. On a 100 %charge if you play  bgmi it take your phone to 40 % in just 3-4 games I am a bgmi player for 3 years now and I haven't seen this much battery loss in just 3 games . Rest of the features of the phone are great like finger print sensor is fast and camera is also great 👍",  13 June 2022
944,5,Wow Its Amazing Phone,Very Good product,  29 October 2022
945,5,Amazing,Very nice ......,  30 October 2022
946,5,Excellent,Like,  29 October 2022
947,4,Just okay,Average,  2 September 2022
948,4,Device specs,Phone is very nice but still some minor features is not there I think it's may be Android versions 12 issue.,  20 August 2022
949,4,Balance phone,Vue for money,  29 August 2022
950,5,Value For Money Best Mobile One Plus,After One Week use i am writing this reviewThe Oneplus phone Nord Ce2 is best mobile in this price.if u think buy for new smart phone just go for it one plus nord ce2.,  11 October 2022
951,5,Best Best Phone from OnePlus.,Performance is lit🔥. Light as a feather🪶. Camera could have been better but all nord phones has these type of camera. 65W charger is too good⚡. Overall satisfied. Don't keep high expectations on camera though😜,  10 October 2022
952,3,Rear camera is not best quality,Camera is not good,  28 October 2022
953,3,Good phone,Camera not good.,  31 October 2022
954,3,Battery life not good,Battery life not good,  25 October 2022
955,4,Over its great for daily usage and camera is amazing .,"Plus points: display, battery, processer, 5g",  31 August 2022
956,3,Good,But wait,  26 October 2022
957,3,Avarage,Battery capacity low,  29 October 2022
958,4,"Only 2 week's now,So far so good, but Alexa not that much satisfactory","Only 2 week's now,So far so good, but Alexa not that much satisfactory",  28 August 2022
959,4,Good,Memory card option not thare,  27 August 2022
960,5,Extraordinary asm,Good,30 October 2022
961,4,50 50 product,Not bad,02 September 2022
962,5,"Best Phone, Thanks One plus teams!",Best one plus teams,26 October 2022
963,5,Nice phone,Overall good 😍,26 October 2022
964,4,App lock,Camera is good,27 August 2022
965,4,Camera quality,Camera quality is very poor,02 September 2022
966,4,"Nice Camera,Display,Toch Screen,Color.",Excellent phone in this Cost.,04 September 2022
967,4,Over it's ok.,Lagging problem...,02 September 2022
968,3,...........Thik hai...,........Thik hai......,25 October 2022
969,5,Good phone in the price range,"Nice phone in this price range, do not expect it to work or perform like expensive one plus phones but if you compare it with other phones in this price range, its the best plus you get a one plus status. 🙂Display - 9/10Battery - 10/10 (with normal usage not sure about gaming)Camera - 8/10 (as i mentioned, dont compare with expensive one plus phones)Fingerprint Reader - 10/10Build Quality - 9/10Overall - 9/10",22 September 2022
970,5,Really very happy with this iem,Everything is fine,27 October 2022
971,5,Good,Nice phone.,28 October 2022
972,5,Good in hand screen view angle is good,Good as brand value,26 October 2022
973,5,Phone,Good phone,30 October 2022
974,5,Costly,Good one but costly,28 October 2022
975,4,Good phone,Good phone,29 August 2022
